date,origin_port,destination_port,cargo_type,freight_rate,bdi,oil_price,commodity_price,commodity_demand,weather_disruption,port_congestion,usd_index
2025-09-22,Shanghai,Rotterdam,Steel,2131.86,1012.85,54.88,84.87,91.98,0,47.58,94.78
2025-09-23,Mumbai,Rotterdam,Coal,1425.88,1009.99,55.0,84.69,91.19,0,22.55,93.42
2025-09-24,Singapore,Rotterdam,Steel,1772.7,1004.66,54.97,84.58,95.23,0,61.1,97.74
2025-09-25,Shanghai,Los Angeles,Coal,1745.42,1012.0,55.15,84.47,99.67,0,27.66,97.48
2025-09-26,Singapore,Rotterdam,Steel,2303.39,999.81,55.03,84.29,85.27,1,92.54,94.1
2025-09-27,Shanghai,Los Angeles,Iron Ore,2482.54,991.4,55.01,84.58,95.41,0,62.01,96.21
2025-09-28,Singapore,Rotterdam,Steel,1763.22,987.71,54.86,84.68,89.58,0,28.05,94.65
2025-09-29,Mumbai,Dubai,Iron Ore,1654.03,997.25,54.85,84.73,89.36,1,48.3,95.61
2025-09-30,Mumbai,Dubai,Iron Ore,1731.58,1000.07,54.62,84.92,82.32,1,59.3,95.48
2025-10-01,Mumbai,Dubai,Iron Ore,1558.15,992.27,54.55,84.86,88.58,0,51.75,95.36
2025-10-02,Shanghai,Rotterdam,Iron Ore,2045.61,989.87,54.33,84.67,85.02,0,46.64,99.01
2025-10-03,Shanghai,Los Angeles,Steel,2095.01,985.18,54.44,84.52,87.69,0,58.78,95.34
2025-10-04,Mumbai,Dubai,Coal,1305.07,979.88,54.56,84.53,84.52,0,38.16,94.79
2025-10-05,Shanghai,Rotterdam,Iron Ore,2404.71,988.24,54.31,84.28,87.78,2,50.5,94.87
2025-10-06,Shanghai,Los Angeles,Steel,1916.62,977.94,54.53,84.18,88.01,0,34.8,97.58
2025-10-07,Singapore,Rotterdam,Iron Ore,2045.92,991.63,54.92,84.08,90.54,0,52.88,93.54
2025-10-08,Shanghai,Rotterdam,Steel,1942.48,999.23,54.95,84.64,82.0,1,53.48,94.89
2025-10-09,Mumbai,Rotterdam,Steel,1740.58,1009.07,54.88,83.98,82.87,0,44.37,98.21
2025-10-10,Shanghai,Rotterdam,Steel,2156.11,1006.63,55.34,83.97,91.93,0,51.93,96.41
2025-10-11,Shanghai,Rotterdam,Coal,2108.71,1006.84,55.17,84.44,86.16,2,25.23,96.35
2025-10-12,Shanghai,Los Angeles,Steel,2239.04,996.93,55.21,84.52,95.55,1,52.65,99.27
2025-10-13,Singapore,Rotterdam,Steel,2007.4,994.43,55.28,84.76,91.34,1,51.28,96.46
2025-10-14,Mumbai,Rotterdam,Coal,1594.05,1000.22,55.53,84.84,93.29,0,65.03,95.04
2025-10-15,Mumbai,Dubai,Coal,1343.67,1012.58,55.63,84.73,97.34,1,25.07,95.69
2025-10-16,Mumbai,Dubai,Steel,1571.77,1005.86,55.61,84.23,88.79,0,63.36,94.43
2025-10-17,Shanghai,Rotterdam,Coal,1914.48,1005.21,55.52,84.35,87.51,0,41.13,98.04
2025-10-18,Shanghai,Los Angeles,Iron Ore,2756.47,1006.41,55.52,84.23,94.79,3,71.33,97.03
2025-10-19,Shanghai,Los Angeles,Iron Ore,2310.21,997.81,55.43,84.11,93.03,0,65.14,97.88
2025-10-20,Mumbai,Dubai,Coal,1259.69,1005.24,55.51,84.07,89.6,1,56.41,98.03
2025-10-21,Mumbai,Rotterdam,Coal,1542.42,1002.29,55.49,84.59,97.55,0,46.01,95.61
2025-10-22,Singapore,Rotterdam,Steel,1962.06,1003.7,55.34,85.28,89.59,0,43.63,94.84
2025-10-23,Mumbai,Rotterdam,Coal,1447.6,1003.2,55.6,85.43,90.88,1,40.75,96.21
2025-10-24,Singapore,Rotterdam,Steel,1795.05,1000.15,55.6,85.41,90.88,0,39.57,95.0
2025-10-25,Mumbai,Dubai,Iron Ore,1523.61,1003.48,55.5,85.21,86.17,0,29.27,96.59
2025-10-26,Singapore,Rotterdam,Coal,1701.79,1005.28,55.55,85.44,91.3,0,39.33,98.06
2025-10-27,Shanghai,Los Angeles,Steel,2099.51,1005.97,55.65,85.99,97.97,2,20.96,96.14
2025-10-28,Shanghai,Rotterdam,Steel,2118.91,1003.94,55.48,86.05,93.29,0,46.44,96.65
2025-10-29,Shanghai,Rotterdam,Iron Ore,2460.07,1010.42,55.63,85.57,91.3,0,38.17,96.32
2025-10-30,Mumbai,Dubai,Coal,1388.75,1027.71,55.57,85.86,90.42,0,34.96,97.69
2025-10-31,Shanghai,Los Angeles,Iron Ore,2406.43,1033.01,55.92,86.23,92.96,2,59.3,95.52
2025-11-01,Mumbai,Rotterdam,Steel,1672.94,1045.3,56.11,85.96,95.14,1,26.5,93.26
2025-11-02,Shanghai,Los Angeles,Steel,2414.71,1038.62,56.15,86.14,94.53,1,76.94,97.3
2025-11-03,Shanghai,Rotterdam,Coal,1984.41,1044.45,56.15,86.39,89.91,0,38.46,98.11
2025-11-04,Shanghai,Rotterdam,Steel,2137.57,1040.37,56.25,86.51,93.29,0,37.81,97.34
2025-11-05,Shanghai,Los Angeles,Coal,1693.3,1033.37,56.45,86.46,94.16,0,25.52,95.75
2025-11-06,Shanghai,Los Angeles,Iron Ore,2170.45,1032.4,56.57,86.86,86.83,0,40.36,95.04
2025-11-07,Shanghai,Rotterdam,Coal,2004.21,1046.99,56.66,86.91,92.81,0,60.8,97.53
2025-11-08,Mumbai,Rotterdam,Coal,1782.73,1059.77,56.79,86.7,81.26,2,71.54,97.04
2025-11-09,Mumbai,Dubai,Steel,1757.01,1067.01,56.83,86.34,94.59,1,60.82,96.68
2025-11-10,Mumbai,Dubai,Steel,1415.31,1060.16,56.91,86.82,95.58,0,48.2,99.65
2025-11-11,Shanghai,Los Angeles,Coal,1781.3,1064.12,56.73,87.14,96.13,0,34.62,95.54
2025-11-12,Mumbai,Dubai,Steel,1442.58,1072.17,57.01,87.33,90.53,1,26.25,99.66
2025-11-13,Shanghai,Rotterdam,Steel,2289.27,1079.32,57.19,87.39,94.17,0,36.98,97.1
2025-11-14,Shanghai,Rotterdam,Steel,2071.43,1070.43,57.21,87.44,99.86,0,36.46,94.34
2025-11-15,Shanghai,Los Angeles,Coal,2152.6,1069.28,57.64,87.35,99.93,0,55.73,96.87
2025-11-16,Shanghai,Los Angeles,Steel,2112.99,1074.84,57.8,87.42,92.83,0,44.64,98.63
2025-11-17,Shanghai,Los Angeles,Coal,2069.21,1085.3,57.79,87.08,93.8,1,72.18,96.69
2025-11-18,Mumbai,Rotterdam,Steel,1690.63,1074.01,58.07,87.08,98.78,0,57.96,95.08
2025-11-19,Mumbai,Dubai,Iron Ore,1635.44,1079.09,58.29,87.2,85.85,0,33.15,97.1
2025-11-20,Shanghai,Los Angeles,Steel,1971.38,1086.71,58.5,87.54,91.87,0,13.07,96.11
2025-11-21,Singapore,Rotterdam,Steel,2311.29,1100.08,58.6,87.73,100.29,1,68.78,98.18
2025-11-22,Singapore,Rotterdam,Coal,1880.15,1112.29,58.82,88.13,98.63,0,60.39,98.66
2025-11-23,Shanghai,Rotterdam,Coal,1922.32,1123.71,58.95,88.67,95.73,0,19.51,95.97
2025-11-24,Mumbai,Dubai,Steel,1688.59,1124.17,59.19,89.14,86.49,2,78.64,96.55
2025-11-25,Shanghai,Los Angeles,Iron Ore,2658.29,1115.84,59.07,89.46,93.91,2,61.73,98.8
2025-11-26,Singapore,Rotterdam,Steel,2364.56,1119.72,59.18,89.68,91.35,3,66.41,96.43
2025-11-27,Mumbai,Dubai,Steel,1547.99,1134.84,59.61,89.65,96.1,1,72.22,96.15
2025-11-28,Shanghai,Rotterdam,Iron Ore,2890.51,1153.18,59.66,90.05,90.54,0,60.17,96.07
2025-11-29,Mumbai,Rotterdam,Coal,1535.24,1166.14,59.75,90.68,89.6,0,49.77,98.42
2025-11-30,Mumbai,Dubai,Steel,1554.62,1176.92,59.86,90.99,84.56,0,47.1,98.42
2025-12-01,Mumbai,Dubai,Coal,1277.18,1187.39,59.85,91.69,101.14,0,49.25,96.99
2025-12-02,Mumbai,Rotterdam,Coal,1624.46,1190.44,59.7,91.54,93.18,2,50.0,98.08
2025-12-03,Mumbai,Dubai,Iron Ore,1806.53,1196.97,59.85,91.47,96.12,1,47.17,100.42
2025-12-04,Shanghai,Rotterdam,Iron Ore,2663.36,1217.96,60.05,91.92,95.47,1,34.47,96.73
2025-12-05,Shanghai,Rotterdam,Coal,2222.83,1218.12,60.23,92.22,90.3,0,35.0,95.33
2025-12-06,Mumbai,Rotterdam,Steel,2077.7,1238.81,60.39,92.78,89.5,2,50.5,99.0
2025-12-07,Shanghai,Los Angeles,Coal,2100.26,1244.07,60.59,93.01,90.92,1,38.47,98.21
2025-12-08,Singapore,Rotterdam,Steel,2103.85,1262.57,60.93,93.03,92.49,0,42.05,97.38
2025-12-09,Shanghai,Los Angeles,Steel,2558.83,1259.26,61.09,93.21,98.1,1,43.14,99.48
2025-12-10,Mumbai,Dubai,Iron Ore,1869.97,1271.96,61.2,93.07,92.45,0,47.53,99.83
2025-12-11,Singapore,Rotterdam,Steel,2020.28,1274.12,61.35,93.03,105.32,0,15.67,95.32
2025-12-12,Mumbai,Rotterdam,Steel,1938.89,1270.91,61.63,93.52,101.88,0,38.3,97.72
2025-12-13,Mumbai,Rotterdam,Coal,1774.77,1280.81,62.04,93.98,100.95,0,41.97,102.24
2025-12-14,Singapore,Rotterdam,Iron Ore,2395.31,1297.09,62.14,94.32,96.48,0,35.34,99.71
2025-12-15,Shanghai,Rotterdam,Steel,2553.89,1298.58,62.36,94.13,104.81,0,37.41,99.91
2025-12-16,Singapore,Rotterdam,Steel,2567.01,1294.88,62.61,94.29,96.32,3,40.22,100.72
2025-12-17,Mumbai,Dubai,Iron Ore,1804.33,1302.47,62.66,94.24,97.42,0,45.35,99.05
2025-12-18,Shanghai,Rotterdam,Coal,2382.66,1310.13,62.86,94.78,98.59,1,57.71,100.29
2025-12-19,Mumbai,Rotterdam,Iron Ore,2356.94,1322.91,62.84,94.89,101.42,0,47.4,100.24
2025-12-20,Singapore,Rotterdam,Iron Ore,2706.68,1338.93,62.78,94.87,101.26,0,55.58,100.04
2025-12-21,Shanghai,Los Angeles,Steel,2421.84,1346.91,63.04,95.13,95.87,0,43.02,98.82
2025-12-22,Shanghai,Los Angeles,Steel,2287.62,1370.24,63.18,95.22,95.75,0,47.18,99.62
2025-12-23,Mumbai,Dubai,Coal,1587.67,1380.53,63.42,95.85,101.79,0,42.34,98.55
2025-12-24,Shanghai,Los Angeles,Steel,2587.72,1386.29,63.62,95.92,102.33,0,50.31,99.52
2025-12-25,Singapore,Rotterdam,Steel,1939.29,1381.94,63.68,95.83,96.96,0,16.34,97.82
2025-12-26,Singapore,Rotterdam,Iron Ore,2484.78,1388.4,63.88,95.55,91.16,0,26.6,98.45
2025-12-27,Shanghai,Los Angeles,Steel,2672.92,1394.28,63.9,95.8,98.23,1,71.8,99.28
2025-12-28,Singapore,Rotterdam,Coal,1965.59,1410.54,64.31,95.91,102.56,0,3.09,98.36
2025-12-29,Mumbai,Dubai,Iron Ore,1830.78,1422.83,64.31,95.81,108.64,0,37.9,99.09
2025-12-30,Shanghai,Rotterdam,Coal,2402.54,1422.0,64.49,96.37,93.8,0,57.58,99.67
2025-12-31,Mumbai,Dubai,Iron Ore,2031.95,1431.98,64.54,96.79,97.82,0,38.6,100.59
